"CTstrict","predicted.celltype.l2","orig.ident","n"
"IGH.456.IGHV3-66_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.457.IGHV4-39_NA.NA","B intermediate","P1042HIV",1
"IGH.458.IGHV3-48_IGLC:Cluster.20.IGKV3-15","B intermediate","P1042HIV",1
"IGH.46.IGHV1-46_IGLC.2.IGKV3-20","B naive","P1042MED",1
"IGH.462.IGHV1-2_NA.NA","B naive","P1042HIV",1
"IGH.463.IGHV3-49_IGLC:Cluster.1.IGKV1D-16","B naive","P1042HIV",1
"IGH.464.IGHV3-21_NA.NA","B intermediate","P1042HIV",1
"IGH.468.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","B naive","P1042HIV",1
"IGH.47.IGHV3-11_NA.NA","B intermediate","P1042MED",1
"IGH.470.IGHV3-43_NA.NA","B naive","P1042HIV",1
"IGH.471.IGHV3-21_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1042HIV",1
"IGH.472.IGHV4-34_IGLC:Cluster.20.IGKV3-15","B intermediate","P1042HIV",1
"IGH.473.IGHV1-2_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.474.IGHV1-46_IGLC:Cluster.13.IGKV1D-39","B naive","P1042HIV",1
"IGH.477.IGHV1-46_IGLC:Cluster.10.IGKV1-33","B intermediate","P1042HIV",1
"IGH.478.IGHV4-34_IGLC.12.IGLV8-61","B intermediate","P1042HIV",1
"IGH.479.IGHV1-3_IGLC:Cluster.1.IGKV1-5","B naive","P1042HIV",1
"IGH.48.IGHV1-46_IGLC:Cluster.21.IGKV3-20","B naive","P1042MED",1
"IGH.480.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B intermediate","P1042HIV",1
"IGH.481.IGHV3-21_NA.NA","B intermediate","P1042HIV",1
"IGH.483.IGHV1-3_NA.NA","B naive","P1042HIV",1
"IGH.484.IGHV3-21_IGLC:Cluster.10.IGKV1-33","B naive","P1042HIV",1
"IGH.486.IGHV2-70_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.487.IGHV1-69_NA.NA","B naive","P1042HIV",1
"IGH.488.IGHV3-15_IGLC:Cluster.12.IGKV1D-13","B intermediate","P1042HIV",1
"IGH.490.IGHV3-7_NA.NA","B intermediate","P1042HIV",1
"IGH.491.IGHV4-39_NA.NA","B naive","P1042HIV",1
"IGH.494.IGHV3-21_IGLC:Cluster.1.IGKV1D-16","B intermediate","P1042HIV",1
"IGH.495.IGHV4-34_NA.NA","B naive","P1042HIV",1
"IGH.496.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.50.IGHV1-18_IGLC:Cluster.25.IGKV6-21","B naive","P1042MED",1
"IGH.500.IGHV4-39_NA.NA","B naive","P1042HIV",1
"IGH.502.IGHV3-30_IGLC:Cluster.29.IGLV2-11","B intermediate","P1042HIV",1
"IGH.503.IGHV4-34_NA.NA","B intermediate","P1042HIV",1
"IGH.504.IGHV3-21_IGLC:Cluster.4.IGKV1-8","B naive","P1042HIV",1
"IGH.505.IGHV4-39_NA.NA","B naive","P1042HIV",1
"IGH.506.IGHV3-7_NA.NA","B intermediate","P1042HIV",1
"IGH.507.IGHV3-21_IGLC:Cluster.20.IGKV3-15","B naive","P1042HIV",1
"IGH.508.IGHV3-11_NA.NA","B intermediate","P1042HIV",1
"IGH.509.IGHV1-3_IGLC:Cluster.30.IGLV2-14","B intermediate","P1042HIV",1
"IGH.51.IGHV3-48_IGLC:Cluster.10.IGKV1-33","B naive","P1042MED",1
"IGH.510.IGHV4-34_IGLC:Cluster.30.IGLV2-14","B naive","P1042HIV",1
"IGH.511.IGHV4-61_NA.NA","B naive","P1042HIV",1
"IGH.512.IGHV1-2_NA.NA","B intermediate","P1042HIV",1
"IGH.514.IGHV3-33_IGLC:Cluster.13.IGKV1D-39","B naive","P1042HIV",1
"IGH.515.IGHV3-23_NA.NA","B naive","P1042HIV",1
"IGH.517.IGHV3-43_NA.NA","CD4 TCM","P1042HIV",1
"IGH.52.IGHV1-69-2_IGLC:Cluster.30.IGLV2-14","B naive","P1042MED",1
"IGH.521.IGHV5-51_IGLC:Cluster.16.IGKV2D-28","B naive","P1042HIV",1
"IGH.523.IGHV6-1_NA.NA","B intermediate","P1042HIV",1
"IGH.526.IGHV4-34_IGLC:Cluster.23.IGKV4-1","B naive","P1042HIV",1
"IGH.528.IGHV1-69_IGLC:Cluster.1.IGKV1-5","B naive","P1042HIV",1
"IGH.531.IGHV4-59_NA.NA","B intermediate","P1042HIV",1
"IGH.533.IGHV1-3_NA.NA","B intermediate","P1042HIV",1
"IGH.535.IGHV3-23_NA.NA","B intermediate","P1042HIV",1
"IGH.536.IGHV3-23_IGLC:Cluster.19.IGKV3-11","B naive","P1042HIV",1
"IGH.541.IGHV2-5_NA.NA","B naive","P1042HIV",1
"IGH.543.IGHV4-39_IGLC:Cluster.28.IGLV1-44","B naive","P1042HIV",1
"IGH.546.IGHV1-2_NA.NA","B naive","P1042HIV",1
"IGH.548.IGHV3-72_IGLC:Cluster.20.IGKV3-15","B intermediate","P1042HIV",1
"IGH.554.IGHV3-30_NA.NA","B naive","P1042HIV",1
"IGH.555.IGHV3-21_NA.NA","B memory","P1042HIV",1
"IGH.556.IGHV1-69-2_IGLC.15.IGLV3-16","B intermediate","P1042HIV",1
"IGH.557.IGHV1-69-2_NA.NA","B intermediate","P1042HIV",1
"IGH.558.IGHV3-48_NA.NA","B naive","P1042HIV",1
"IGH.560.IGHV3-30_IGLC:Cluster.32.IGLV2-23","B naive","P1042HIV",1
"IGH.561.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.563.IGHV1-2_IGLC:Cluster.37.IGLV3-21","B naive","P1042HIV",1
"IGH.566.IGHV5-51_IGLC:Cluster.1.IGKV1D-16","B naive","P1042HIV",1
"IGH.569.IGHV5-51_IGLC:Cluster.12.IGKV1D-13","B intermediate","P1042HIV",1
"IGH.57.IGHV3-15_IGLC:Cluster.20.IGKV3-15","B naive","P1042MED",1
"IGH.571.IGHV3-33_IGLC:Cluster.20.IGKV3-15","B naive","P1042HIV",1
"IGH.572.IGHV1-18_NA.NA","B naive","P1042HIV",1
"IGH.574.IGHV1-46_IGLC:Cluster.19.IGKV3-11","B naive","P1042HIV",1
"IGH.577.IGHV3-33_IGLC:Cluster.8.IGKV1-17","B naive","P1042HIV",1
"IGH.58.IGHV4-4_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1042MED",1
"IGH.583.IGHV1-69_IGLC:Cluster.5.IGKV1-9","B naive","P1042HIV",1
"IGH.584.IGHV3-30_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1042HIV",1
"IGH.585.IGHV3-23_IGLC:Cluster.1.IGKV1-5","B naive","P1042HIV",1
"IGH.588.IGHV3-43_IGLC:Cluster.20.IGKV3-15","B intermediate","P1042HIV",1
"IGH.589.IGHV3-7_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1042HIV",1
"IGH.590.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.592.IGHV3-23_IGLC:Cluster.10.IGKV1-33","B intermediate","P1042HIV",1
"IGH.594.IGHV3-49_IGLC:Cluster.15.IGKV2-30","B naive","P1042HIV",1
"IGH.595.IGHV4-39_IGLC:Cluster.19.IGKV3-11","B intermediate","P1042HIV",1
"IGH.6.IGHV1-3_NA.NA","B naive","P1042MED",1
"IGH.60.IGHV4-34_IGLC:Cluster.13.IGKV1D-39","B naive","P1042MED",1
"IGH.600.IGHV1-3_NA.NA","B naive","P1042HIV",1
"IGH.601.IGHV3-23_IGLC:Cluster.21.IGKV3-20","B intermediate","P1042HIV",1
"IGH.602.IGHV4-61_NA.NA","B naive","P1042HIV",1
"IGH.603.IGHV3-30_NA.NA","B intermediate","P1042HIV",1
"IGH.604.IGHV1-69-2_NA.NA","B naive","P1042HIV",1
"IGH.605.IGHV4-39_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.607.IGHV4-4_IGLC:Cluster.1.IGKV1-5","B naive","P1042HIV",1
"IGH.608.IGHV4-39_IGLC:Cluster.7.IGKV1-12","B naive","P1042HIV",1
"IGH.611.IGHV1-18_IGLC:Cluster.29.IGLV2-11","B naive","P1042HIV",1
"IGH.612.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.613.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.614.IGHV4-61_IGLC:Cluster.16.IGKV2D-28","B naive","P1042HIV",1
"IGH.615.IGHV3-49_IGLC:Cluster.8.IGKV1-17","B naive","P1042HIV",1
"IGH.617.IGHV3-33_IGLC:Cluster.20.IGKV3-15","B naive","P1042HIV",1
"IGH.618.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.619.IGHV3-15_NA.NA","B naive","P1042HIV",1
"IGH.62.IGHV4-34_IGLC:Cluster.4.IGKV1-8","B naive","P1042MED",1
"IGH.620.IGHV3-7_IGLC:Cluster.4.IGKV1-8","B intermediate","P1042HIV",1
"IGH.622.IGHV3-43_IGLC:Cluster.19.IGKV3-11","B intermediate","P1042HIV",1
"IGH.623.IGHV4-61_IGLC:Cluster.20.IGKV3-15","B naive","P1042HIV",1
"IGH.63.IGHV4-59_NA.NA","B intermediate","P1042MED",1
"IGH.630.IGHV1-2_IGLC:Cluster.13.IGKV1D-39","B naive","P1042HIV",1
"IGH.633.IGHV3-15_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1042HIV",1
"IGH.635.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.636.IGHV3-21_IGLC:Cluster.13.IGKV1D-39","B naive","P1042HIV",1
"IGH.637.IGHV3-23_IGLC:Cluster.14.IGKV2-24","B intermediate","P1042HIV",1
"IGH.638.IGHV3-23_NA.NA","B naive","P1042HIV",1
"IGH.64.IGHV3-33_IGLC:Cluster.9.IGKV1-27","B naive","P1042MED",1
"IGH.640.IGHV3-23_IGLC:Cluster.1.IGKV1-5","B naive","P1042HIV",1
"IGH.641.IGHV1-3_NA.NA","B naive","P1042HIV",1
"IGH.642.IGHV1-69-2_IGLC:Cluster.19.IGKV3-11","B naive","P1042HIV",1
"IGH.644.IGHV3-74_IGLC:Cluster.23.IGKV4-1","B intermediate","P1042HIV",1
"IGH.645.IGHV4-31_NA.NA","B naive","P1042HIV",1
"IGH.646.IGHV1-69-2_IGLC:Cluster.4.IGKV1-8","B naive","P1042HIV",1
"IGH.647.IGHV4-34_NA.NA","B intermediate","P1042HIV",1
"IGH.648.IGHV1-46_NA.NA","B naive","P1042HIV",1
"IGH.649.IGHV3-7_NA.NA","CD4 Naive","P1042HIV",1
"IGH.65.IGHV4-34_IGLC:Cluster.20.IGKV3-15","B naive","P1042MED",1
"IGH.652.IGHV1-2_IGLC:Cluster.13.IGKV1D-39","B naive","P1042HIV",1
"IGH.655.IGHV4-61_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.656.IGHV4-39_IGLC:Cluster.19.IGKV3-11","B naive","P1042HIV",1
"IGH.658.IGHV3-53_IGLC:Cluster.9.IGKV1-27","B naive","P1042HIV",1
"IGH.659.IGHV5-51_NA.NA","B naive","P1042HIV",1
"IGH.66.IGHV4-34_NA.NA","B naive","P1042MED",1
"IGH.665.IGHV1-24_NA.NA","B intermediate","P1042HIV",1
"IGH.667.IGHV3-43_IGLC:Cluster.21.IGKV3-20","B intermediate","P1042HIV",1
"IGH.670.IGHV2-70_IGLC:Cluster.23.IGKV4-1","B intermediate","P1042HIV",1
"IGH.671.IGHV4-39_IGLC.18.IGKV1D-39","B naive","P1042HIV",1
"IGH.672.IGHV1-46_IGLC:Cluster.34.IGLV3-1","B memory","P1042HIV",1
"IGH.673.IGHV4-59_IGLC:Cluster.13.IGKV1D-39","B naive","P1042HIV",1
"IGH.675.IGHV6-1_IGLC:Cluster.21.IGKV3-20","B naive","P1043MED",1
"IGH.676.IGHV3-7_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.677.IGHV4-34_NA.NA","B intermediate","P1043MED",1
"IGH.678.IGHV3-33_NA.NA","B naive","P1043MED",1
"IGH.68.IGHV3-20_IGLC:Cluster.23.IGKV4-1","B naive","P1042MED",1
"IGH.681.IGHV4-34_NA.NA","B naive","P1043MED",1
"IGH.685.IGHV3-33_NA.NA","B naive","P1043MED",1
"IGH.686.IGHV3-30_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.689.IGHV1-2_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043MED",1
"IGH.693.IGHV1-2_IGLC:Cluster.23.IGKV4-1","B naive","P1043MED",1
"IGH.694.IGHV1-18_NA.NA","B naive","P1043MED",1
"IGH.695.IGHV4-31_IGLC:Cluster.21.IGKV3D-20","B naive","P1043MED",1
"IGH.696.IGHV6-1_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.697.IGHV5-51_IGLC:Cluster.15.IGKV2-30","B naive","P1043MED",1
"IGH.698.IGHV3-43_IGLC:Cluster.1.IGKV1-16","B naive","P1043MED",1
"IGH.699.IGHV3-30_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043MED",1
"IGH.7.IGHV4-39_IGLC:Cluster.1.IGKV1-5","B naive","P1042MED",1
"IGH.70.IGHV3-21_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1042MED",1
"IGH.700.IGHV3-43_IGLC:Cluster.16.IGKV2D-28","B naive","P1043MED",1
"IGH.702.IGHV4-39_IGLC:Cluster.37.IGLV3-21","B naive","P1043MED",1
"IGH.703.IGHV3-74_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043MED",1
"IGH.707.IGHV1-18_NA.NA","B naive","P1043MED",1
"IGH.709.IGHV3-33_IGLC:Cluster.11.IGKV1D-8","B naive","P1043MED",1
"IGH.710.IGHV4-61_IGLC:Cluster.4.IGKV1-8","B naive","P1043MED",1
"IGH.711.IGHV1-24_IGLC:Cluster.18.IGKV2D-40","B naive","P1043MED",1
"IGH.712.IGHV5-51_IGLC:Cluster.21.IGKV3-20","B naive","P1043MED",1
"IGH.714.IGHV3-23_IGLC:Cluster.1.IGKV1-16","B naive","P1043MED",1
"IGH.717.IGHV4-39_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043MED",1
"IGH.720.IGHV3-33_IGLC:Cluster.1.IGKV1-5","B naive","P1043MED",1
"IGH.721.IGHV4-39_IGLC:Cluster.7.IGKV1-12","B memory","P1043MED",1
"IGH.722.IGHV1-3_IGLC:Cluster.10.IGKV1-33","B naive","P1043MED",1
"IGH.723.IGHV3-11_NA.NA","B intermediate","P1043MED",1
"IGH.724.IGHV5-51_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.725.IGHV3-64_NA.NA","B naive","P1043MED",1
"IGH.726.IGHV4-39_IGLC:Cluster.1.IGKV1-5","B naive","P1043MED",1
"IGH.727.IGHV3-15_IGLC:Cluster.28.IGLV1-44","B naive","P1043MED",1
"IGH.729.IGHV3-23_IGLC:Cluster.17.IGKV2D-29","B intermediate","P1043MED",1
"IGH.730.IGHV4-39_IGLC:Cluster.28.IGLV1-47","B naive","P1043MED",1
"IGH.732.IGHV2-5_IGLC:Cluster.1.IGKV1-5","B naive","P1043MED",1
"IGH.735.IGHV4-39_IGLC:Cluster.37.IGLV3-21","B naive","P1043MED",1
"IGH.736.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.737.IGHV1-2_IGLC:Cluster.7.IGKV1-12","B naive","P1043MED",1
"IGH.738.IGHV3-21_NA.NA","B naive","P1043MED",1
"IGH.74.IGHV4-59_IGLC:Cluster.30.IGLV2-14","B naive","P1042MED",1
"IGH.742.IGHV4-34_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.743.IGHV3-74_NA.NA","B intermediate","P1043MED",1
"IGH.746.IGHV4-4_NA.NA","B intermediate","P1043MED",1
"IGH.747.IGHV3-23_IGLC.20.IGLV1-40","B intermediate","P1043MED",1
"IGH.749.IGHV3-11_IGLC:Cluster.4.IGKV1-8","B naive","P1043MED",1
"IGH.75.IGHV4-61_IGLC:Cluster.10.IGKV1-33","B naive","P1042MED",1
"IGH.750.IGHV4-31_NA.NA","B intermediate","P1043MED",1
"IGH.751.IGHV3-30_NA.NA","B naive","P1043MED",1
"IGH.753.IGHV4-34_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043MED",1
"IGH.754.IGHV3-43_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1043MED",1
"IGH.758.IGHV2-70_IGLC:Cluster.19.IGKV3-11","B naive","P1043MED",1
"IGH.759.IGHV4-39_NA.NA","B naive","P1043MED",1
"IGH.76.IGHV1-3_IGLC:Cluster.13.IGKV1D-39","B naive","P1042MED",1
"IGH.760.IGHV3-48_IGLC:Cluster.28.IGLV1-44","B naive","P1043MED",1
"IGH.761.IGHV1-46_NA.NA","B naive","P1043MED",1
"IGH.763.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.764.IGHV3-15_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043MED",1
"IGH.765.IGHV4-34_NA.NA","B naive","P1043MED",1
"IGH.766.IGHV5-51_IGLC:Cluster.19.IGKV3-11","B intermediate","P1043MED",1
"IGH.769.IGHV1-18_NA.NA","B memory","P1043MED",1
"IGH.77.IGHV4-34_IGLC:Cluster.9.IGKV1-27","B naive","P1042MED",1
"IGH.772.IGHV3-66_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.773.IGHV4-4_IGLC:Cluster.19.IGKV3-11","B intermediate","P1043MED",1
"IGH.777.IGHV1-3_IGLC:Cluster.23.IGKV4-1","B naive","P1043MED",1
"IGH.778.IGHV1-18_NA.NA","B naive","P1043MED",1
"IGH.78.IGHV4-34_IGLC:Cluster.29.IGLV2-11","B naive","P1042MED",1
"IGH.781.IGHV1-69_IGLC:Cluster.1.IGKV1-5","B naive","P1043MED",1
"IGH.782.IGHV1-18_IGLC:Cluster.10.IGKV1-33","B naive","P1043MED",1
"IGH.784.IGHV4-39_NA.NA","B naive","P1043MED",1
"IGH.785.IGHV1-18_IGLC:Cluster.21.IGKV3-20","B naive","P1043MED",1
"IGH.786.IGHV3-53_IGLC:Cluster.10.IGKV1-33","B naive","P1043MED",1
"IGH.787.IGHV4-59_NA.NA","B intermediate","P1043MED",1
"IGH.789.IGHV3-21_IGLC:Cluster.4.IGKV1-8","B naive","P1043MED",1
"IGH.79.IGHV4-34_IGLC:Cluster.30.IGLV2-14","B naive","P1042MED",1
"IGH.790.IGHV3-33_IGLC:Cluster.1.IGKV1-5","B naive","P1043MED",1
"IGH.791.IGHV5-51_NA.NA","B naive","P1043MED",1
"IGH.794.IGHV3-23_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043MED",1
"IGH.795.IGHV4-61_IGLC:Cluster.38.IGLV3-25","B intermediate","P1043MED",1
"IGH.796.IGHV4-59_NA.NA","B naive","P1043MED",1
"IGH.797.IGHV5-51_IGLC:Cluster.21.IGKV3-20","B naive","P1043MED",1
"IGH.798.IGHV4-34_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.799.IGHV3-13_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.8.IGHV4-39_IGLC:Cluster.19.IGKV3-11","B naive","P1042MED",1
"IGH.80.IGHV1-69-2_IGLC:Cluster.23.IGKV4-1","B naive","P1042MED",1
"IGH.801.IGHV3-30_NA.NA","B intermediate","P1043MED",1
"IGH.803.IGHV4-59_IGLC:Cluster.23.IGKV4-1","B naive","P1043MED",1
"IGH.806.IGHV3-33_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.807.IGHV3-33_IGLC:Cluster.1.IGKV1-5","B intermediate","P1043MED",1
"IGH.808.IGHV1-2_NA.NA","B naive","P1043MED",1
"IGH.81.IGHV3-49_IGLC:Cluster.16.IGKV2D-28","B naive","P1042MED",1
"IGH.810.IGHV1-46_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.812.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043MED",1
"IGH.813.IGHV4-39_IGLC:Cluster.23.IGKV4-1","B naive","P1043MED",1
"IGH.814.IGHV3-74_IGLC:Cluster.21.IGKV3-20","B memory","P1043MED",1
"IGH.816.IGHV1-2_IGLC:Cluster.19.IGKV3-11","B intermediate","P1043MED",1
"IGH.819.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","B memory","P1043MED",1
"IGH.822.IGHV3-48_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.826.IGHV2-26_NA.NA","B naive","P1043MED",1
"IGH.831.IGHV4-39_NA.NA","B naive","P1043MED",1
"IGH.832.IGHV3-7_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.835.IGHV3-33_IGLC:Cluster.1.IGKV1-16","B naive","P1043MED",1
"IGH.836.IGHV1-3_IGLC.25.IGKV3-20","B naive","P1043MED",1
"IGH.837.IGHV3-23_IGLC:Cluster.23.IGKV4-1","B naive","P1043MED",1
"IGH.84.IGHV4-4_NA.NA","B naive","P1042MED",1
"IGH.840.IGHV3-30_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.841.IGHV2-26_IGLC:Cluster.13.IGKV1D-39","B memory","P1043MED",1
"IGH.842.IGHV2-5_IGLC:Cluster.9.IGKV1-27","B naive","P1043MED",1
"IGH.845.IGHV1-69-2_IGLC:Cluster.16.IGKV2D-28","B naive","P1043MED",1
"IGH.846.IGHV4-61_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1043MED",1
"IGH.847.IGHV3-33_IGLC:Cluster.30.IGLV2-14","B naive","P1043MED",1
"IGH.848.IGHV3-15_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043MED",1
"IGH.850.IGHV3-48_NA.NA","B naive","P1043MED",1
"IGH.853.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.854.IGHV6-1_IGLC:Cluster.19.IGKV3-11","B naive","P1043MED",1
"IGH.855.IGHV4-31_NA.NA","B naive","P1043MED",1
"IGH.856.IGHV3-73_NA.NA","B intermediate","P1043MED",1
"IGH.86.IGHV1-69_IGLC:Cluster.1.IGKV1-5","B naive","P1042MED",1
"IGH.860.IGHV3-15_IGLC:Cluster.15.IGKV2-30","B naive","P1043MED",1
"IGH.862.IGHV1-69-2_NA.NA","B naive","P1043MED",1
"IGH.863.IGHV1-69-2_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.864.IGHV1-2_NA.NA","B naive","P1043MED",1
"IGH.866.IGHV1-46_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.867.IGHV4-31_NA.NA","B naive","P1043MED",1
"IGH.868.IGHV3-33_NA.NA","B naive","P1043MED",1
"IGH.87.IGHV3-23_NA.NA","B naive","P1042MED",1
"IGH.870.IGHV1-69-2_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.872.IGHV3-23_IGLC:Cluster.19.IGKV3-11","B naive","P1043MED",1
"IGH.873.IGHV3-23_IGLC:Cluster.1.IGKV1-5","B intermediate","P1043MED",1
"IGH.874.IGHV4-34_IGLC:Cluster.36.IGLV3-19","B naive","P1043MED",1
"IGH.875.IGHV3-21_IGLC:Cluster.21.IGKV3-20","B naive","P1043MED",1
"IGH.876.IGHV3-43_IGLC:Cluster.10.IGKV1-33","B naive","P1043MED",1
"IGH.877.IGHV4-31_IGLC:Cluster.4.IGKV1-8","B naive","P1043MED",1
"IGH.878.IGHV3-11_NA.NA","B naive","P1043MED",1
"IGH.88.IGHV4-34_NA.NA","B intermediate","P1042MED",1
"IGH.882.IGHV3-30_IGLC:Cluster.23.IGKV4-1","B naive","P1043MED",1
"IGH.884.IGHV3-43_IGLC:Cluster.1.IGKV1-5","B naive","P1043MED",1
"IGH.887.IGHV4-39_NA.NA","B naive","P1043MED",1
"IGH.888.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.89.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B intermediate","P1042MED",1
"IGH.890.IGHV3-48_IGLC:Cluster.12.IGKV1D-13","B intermediate","P1043MED",1
"IGH.891.IGHV3-7_IGLC.29.IGKV2D-30","B naive","P1043MED",1
"IGH.892.IGHV4-34_NA.NA","B naive","P1043MED",1
"IGH.893.IGHV4-39_IGLC:Cluster.1.IGKV1-5","B naive","P1043MED",1
"IGH.894.IGHV3-43_IGLC:Cluster.38.IGLV3-25","B naive","P1043MED",1
"IGH.895.IGHV4-4_IGLC:Cluster.23.IGKV4-1","B naive","P1043MED",1
"IGH.897.IGHV3-33_IGLC:Cluster.10.IGKV1-33","B naive","P1043MED",1
"IGH.90.IGHV3-43_NA.NA","B naive","P1042MED",1
"IGH.901.IGHV4-59_IGLC:Cluster.21.IGKV3-20","B naive","P1043MED",1
"IGH.902.IGHV1-2_IGLC:Cluster.16.IGKV2D-28","B naive","P1043MED",1
"IGH.904.IGHV3-15_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.905.IGHV4-4_NA.NA","B naive","P1043MED",1
"IGH.906.IGHV3-74_IGLC:Cluster.10.IGKV1-33","B naive","P1043MED",1
"IGH.907.IGHV1-69-2_IGLC.30.IGKV3-15","B naive","P1043MED",1
"IGH.908.IGHV3-23_IGLC:Cluster.7.IGKV1-12","B intermediate","P1043MED",1
"IGH.909.IGHV3-33_IGLC:Cluster.19.IGKV3-11","B intermediate","P1043MED",1
"IGH.913.IGHV1-2_IGLC:Cluster.29.IGLV2-11","B naive","P1043MED",1
"IGH.914.IGHV1-69-2_NA.NA","B naive","P1043MED",1
"IGH.917.IGHV3-30_IGLC:Cluster.10.IGKV1-33","B naive","P1043MED",1
"IGH.919.IGHV3-53_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043MED",1
"IGH.92.IGHV3-43_IGLC:Cluster.1.IGKV1-5","B intermediate","P1042MED",1
"IGH.920.IGHV1-69_IGLC:Cluster.21.IGKV3-20","B memory","P1043MED",1
"IGH.921.IGHV3-11_IGLC:Cluster.13.IGKV1D-39","B naive","P1043MED",1
"IGH.923.IGHV3-21_NA.NA","B intermediate","P1043MED",1
"IGH.924.IGHV4-39_NA.NA","B naive","P1043MED",1
"IGH.926.IGHV1-69-2_IGLC:Cluster.16.IGKV2D-28","B naive","P1043MED",1
"IGH.928.IGHV1-3_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.929.IGHV3-21_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043MED",1
"IGH.93.IGHV3-21_IGLC:Cluster.28.IGLV1-44","B naive","P1042MED",1
"IGH.930.IGHV3-33_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043MED",1
"IGH.933.IGHV3-23_NA.NA","B naive","P1043MED",1
"IGH.934.IGHV3-11_IGLC:Cluster.1.IGKV1-5","B naive","P1043MED",1
"IGH.935.IGHV3-43_NA.NA","B intermediate","P1043MED",1
"IGH.937.IGHV3-21_IGLC:Cluster.7.IGKV1-12","B naive","P1043MED",1
"IGH.938.IGHV3-30_IGLC:Cluster.19.IGKV3-11","B intermediate","P1043MED",1
"IGH.939.IGHV3-43_NA.NA","B intermediate","P1043MED",1
"IGH.94.IGHV1-18_IGLC:Cluster.21.IGKV3-20","B naive","P1042MED",1
